Start Time		End Time		Location	Activity
----------		--------		--------	--------
2011-12-01 23:53:00	2011-12-01 23:53:28	Basin		Grooming
2011-12-01 23:54:32	2011-12-02 01:18:32	Seat		Spare_Time/TV
2011-12-02 01:18:44	2011-12-02 01:18:57	Basin		Grooming
2011-12-02 01:19:09	2011-12-02 02:08:17	Seat		Spare_Time/TV
2011-12-02 02:09:33	2011-12-02 02:13:56	Basin		Grooming
2011-12-02 02:15:55	2011-12-02 12:15:19	Bed		Sleeping
2011-12-02 12:21:19	2011-12-02 12:25:40	Shower		Showering
2011-12-02 12:37:47	2011-12-02 14:46:29	Seat		Spare_Time/TV
2011-12-02 14:47:18	2011-12-02 15:05:06	Cooktop		Lunch
2011-12-02 14:47:22	2011-12-02 14:50:19	Microwave		Lunch
2011-12-02 14:56:44	2011-12-02 14:56:49	Fridge		Lunch
2011-12-02 14:59:11	2011-12-02 14:59:15	Fridge		Lunch
2011-12-02 15:24:05	2011-12-02 15:55:12	Seat		Spare_Time/TV
2011-12-02 15:56:02	2011-12-02 15:57:55	Basin		Grooming
2011-12-02 16:47:39	2011-12-02 19:39:08	Seat		Spare_Time/TV
2011-12-02 19:40:44	2011-12-02 19:40:50	Fridge		Snack
2011-12-02 19:41:14	2011-12-02 21:26:09	Seat		Spare_Time/TV
2011-12-02 21:46:31	2011-12-03 01:41:08	Seat		Spare_Time/TV
2011-12-03 01:47:02	2011-12-03 11:56:20	Bed		Sleeping
2011-12-03 11:59:33	2011-12-03 11:59:36	Cabinet		Grooming
2011-12-03 11:59:42	2011-12-03 12:01:34	Basin		Grooming
2011-12-03 12:03:36	2011-12-03 12:06:26	Shower		Showering
2011-12-03 12:10:35	2011-12-03 12:13:51	Toaster		Breakfast
2011-12-03 12:10:42	2011-12-03 12:10:51	Cupboard		Breakfast
2011-12-03 12:10:55	2011-12-03 12:11:16	Fridge		Breakfast
2011-12-03 12:11:36	2011-12-03 12:13:58	Microwave		Breakfast
2011-12-03 12:21:30	2011-12-03 13:28:36	Seat		Spare_Time/TV
2011-12-03 13:29:22	2011-12-03 13:29:32	Basin		Grooming
2011-12-03 13:29:48	2011-12-03 14:01:20	Seat		Spare_Time/TV
2011-12-03 14:11:10	2011-12-03 14:14:43	Basin		Grooming
2011-12-03 14:18:11	2011-12-03 14:18:23	Maindoor		Leaving
2011-12-03 17:48:33	2011-12-03 17:48:37	Maindoor		Leaving
2011-12-03 17:50:14	2011-12-03 20:37:41	Seat		Spare_Time/TV
2011-12-03 20:37:49	2011-12-03 20:38:07	Maindoor		Spare_Time/TV
2011-12-03 20:38:15	2011-12-03 23:53:24	Seat		Spare_Time/TV
2011-12-03 23:55:18	2011-12-04 03:16:13	Seat		Spare_Time/TV
2011-12-04 03:19:17	2011-12-04 12:37:49	Bed		Sleeping
2011-12-04 12:46:11	2011-12-04 12:46:15	Cabinet		Grooming
2011-12-04 12:46:20	2011-12-04 12:47:28	Basin		Grooming
2011-12-04 12:50:56	2011-12-04 12:54:55	Shower		Showering
2011-12-04 12:56:08	2011-12-04 12:56:20	Fridge		Breakfast
2011-12-04 12:56:21	2011-12-04 12:56:33	Cupboard		Breakfast
2011-12-04 12:56:43	2011-12-04 12:58:48	Microwave		Breakfast
2011-12-04 12:56:47	2011-12-04 12:58:37	Toaster		Breakfast
2011-12-04 13:00:53	2011-12-04 13:58:10	Seat		Spare_Time/TV
2011-12-04 14:11:50	2011-12-04 14:11:54	Maindoor		Leaving
2011-12-04 16:30:57	2011-12-04 16:31:01	Maindoor		Leaving
2011-12-04 16:34:00	2011-12-04 17:25:39	Seat		Spare_Time/TV
2011-12-04 17:27:03	2011-12-04 17:27:08	Fridge		Snack
2011-12-04 17:27:16	2011-12-04 17:43:56	Seat		Spare_Time/TV
2011-12-04 17:45:15	2011-12-04 17:45:19	Basin		Grooming
2011-12-04 18:08:28	2011-12-04 18:57:52	Seat		Spare_Time/TV
2011-12-04 18:59:06	2011-12-04 18:59:33	Toilet		Toileting
2011-12-04 18:59:09	2011-12-04 18:59:12	Basin		Toileting
2011-12-04 18:59:53	2011-12-04 18:59:59	Fridge		Snack
2011-12-04 19:00:04	2011-12-04 22:20:59	Seat		Spare_Time/TV
2011-12-04 22:21:42	2011-12-04 22:22:10	Toilet		Toileting
2011-12-04 22:21:45	2011-12-04 22:21:57	Basin		Toileting
2011-12-04 22:22:19	2011-12-05 01:28:09	Seat		Spare_Time/TV
2011-12-05 01:31:34	2011-12-05 01:31:39	Basin		Grooming
2011-12-05 01:35:10	2011-12-05 11:48:55	Bed		Sleeping
2011-12-05 11:53:01	2011-12-05 11:53:31	Toilet		Toileting
2011-12-05 11:57:47	2011-12-05 11:57:55	Basin		Grooming
2011-12-05 12:01:23	2011-12-05 12:08:56	Shower		Showering
2011-12-05 12:14:49	2011-12-05 12:14:55	Cupboard		Breakfast
2011-12-05 12:14:58	2011-12-05 12:15:29	Fridge		Breakfast
2011-12-05 12:15:45	2011-12-05 12:17:41	Toaster		Breakfast
2011-12-05 12:15:55	2011-12-05 12:17:58	Microwave		Breakfast
2011-12-05 12:16:02	2011-12-05 12:16:06	Fridge		Breakfast
2011-12-05 14:28:36	2011-12-05 14:28:42	Basin		Grooming
2011-12-05 14:38:07	2011-12-05 14:38:32	Maindoor		Leaving
2011-12-05 14:55:00	2011-12-05 14:55:06	Maindoor		Leaving
2011-12-05 14:57:51	2011-12-05 15:00:54	Fridge		Lunch
2011-12-05 15:00:10	2011-12-05 15:00:25	Cupboard		Lunch
2011-12-05 15:00:55	2011-12-05 15:21:30	Cooktop		Lunch
2011-12-05 15:00:58	2011-12-05 15:13:55	Microwave		Lunch
2011-12-05 15:11:41	2011-12-05 15:11:45	Fridge		Lunch
2011-12-05 15:15:04	2011-12-05 15:15:10	Fridge		Lunch
2011-12-05 15:18:33	2011-12-05 15:18:37	Fridge		Lunch
2011-12-05 15:33:05	2011-12-05 15:33:15	Fridge		Lunch
2011-12-05 15:33:55	2011-12-05 15:33:59	Cupboard		Lunch
2011-12-05 15:44:56	2011-12-05 16:02:10	Seat		Spare_Time/TV
2011-12-05 16:37:15	2011-12-05 17:14:32	Seat		Spare_Time/TV
2011-12-05 17:17:07	2011-12-05 17:17:13	Maindoor		Leaving
2011-12-05 18:57:11	2011-12-05 18:57:16	Maindoor		Leaving
2011-12-05 19:01:42	2011-12-05 19:24:02	Seat		Spare_Time/TV
2011-12-05 19:24:11	2011-12-05 19:24:16	Fridge		Snack
2011-12-05 19:24:22	2011-12-05 20:07:19	Seat		Spare_Time/TV
2011-12-05 20:07:32	2011-12-05 20:07:47	Basin		Grooming
2011-12-05 20:20:20	2011-12-05 21:06:25	Seat		Spare_Time/TV
2011-12-05 21:06:35	2011-12-05 21:06:41	Basin		Toileting
2011-12-05 21:06:44	2011-12-05 21:07:00	Basin		Grooming
2011-12-05 21:07:14	2011-12-06 00:38:24	Seat		Spare_Time/TV
2011-12-06 00:39:56	2011-12-06 00:40:23	Toilet		Toileting
2011-12-06 00:40:35	2011-12-06 00:40:41	Basin		Toileting
2011-12-06 00:42:37	2011-12-06 10:07:20	Bed		Sleeping
2011-12-06 11:09:49	2011-12-06 11:09:52	Basin		Grooming
2011-12-06 11:10:06	2011-12-06 11:10:09	Cabinet		Grooming
2011-12-06 11:10:08	2011-12-06 11:11:45	Basin		Grooming
2011-12-06 11:12:19	2011-12-06 11:25:57	Shower		Showering
2011-12-06 11:30:19	2011-12-06 11:33:26	Toaster		Breakfast
2011-12-06 11:30:22	2011-12-06 11:30:46	Cupboard		Breakfast
2011-12-06 11:30:52	2011-12-06 11:31:23	Fridge		Breakfast
2011-12-06 11:31:34	2011-12-06 11:32:49	Microwave		Breakfast
2011-12-06 11:39:34	2011-12-06 14:37:50	Seat		Spare_Time/TV
2011-12-06 14:40:53	2011-12-06 14:41:14	Cupboard		Lunch
2011-12-06 14:41:16	2011-12-06 15:00:58	Cooktop		Lunch
2011-12-06 14:41:22	2011-12-06 14:51:11	Microwave		Lunch
2011-12-06 14:48:47	2011-12-06 14:48:52	Fridge		Lunch
2011-12-06 14:52:17	2011-12-06 14:52:22	Fridge		Lunch
2011-12-06 14:56:50	2011-12-06 14:56:54	Fridge		Lunch
2011-12-06 15:18:35	2011-12-06 15:20:32	Basin		Grooming
2011-12-06 15:21:46	2011-12-06 17:11:04	Seat		Spare_Time/TV
2011-12-06 17:18:22	2011-12-06 17:18:49	Toilet		Toileting
2011-12-06 17:19:34	2011-12-06 18:06:26	Seat		Spare_Time/TV
2011-12-06 18:07:03	2011-12-06 18:07:15	Basin		Grooming
2011-12-06 18:07:36	2011-12-06 19:22:33	Seat		Spare_Time/TV
2011-12-06 19:22:50	2011-12-06 19:22:55	Fridge		Snack
2011-12-06 19:25:56	2011-12-06 19:26:20	Basin		Grooming
2011-12-06 19:40:28	2011-12-07 00:07:38	Seat		Spare_Time/TV
2011-12-07 00:07:47	2011-12-07 00:07:57	Basin		Grooming
2011-12-07 00:08:10	2011-12-07 00:54:50	Seat		Spare_Time/TV
2011-12-07 00:57:29	2011-12-07 00:57:53	Toilet		Toileting
2011-12-07 00:59:56	2011-12-07 10:45:40	Bed		Sleeping
2011-12-07 10:50:38	2011-12-07 10:50:43	Cabinet		Grooming
2011-12-07 10:50:45	2011-12-07 11:04:14	Basin		Grooming
2011-12-07 11:05:51	2011-12-07 11:11:32	Shower		Showering
2011-12-07 11:12:17	2011-12-07 11:15:06	Toaster		Breakfast
2011-12-07 11:12:35	2011-12-07 11:12:52	Cupboard		Breakfast
2011-12-07 11:12:59	2011-12-07 11:13:13	Fridge		Breakfast
2011-12-07 11:13:20	2011-12-07 11:17:14	Microwave		Breakfast
2011-12-07 11:22:58	2011-12-07 13:56:10	Seat		Spare_Time/TV
2011-12-07 14:03:34	2011-12-07 14:03:42	Cupboard		Lunch
2011-12-07 14:04:32	2011-12-07 14:22:12	Cooktop		Lunch
2011-12-07 14:04:39	2011-12-07 14:13:34	Microwave		Lunch
2011-12-07 14:13:16	2011-12-07 14:13:22	Fridge		Lunch
2011-12-07 14:14:59	2011-12-07 14:15:04	Fridge		Lunch
2011-12-07 14:27:30	2011-12-07 14:27:34	Cupboard		Lunch
2011-12-07 14:27:39	2011-12-07 14:27:44	Fridge		Lunch
2011-12-07 14:41:59	2011-12-07 15:28:03	Seat		Spare_Time/TV
2011-12-07 15:31:23	2011-12-07 15:31:41	Basin		Grooming
2011-12-07 15:32:15	2011-12-07 16:11:28	Seat		Spare_Time/TV
2011-12-07 16:15:26	2011-12-07 16:21:09	Basin		Grooming
2011-12-07 16:25:45	2011-12-07 16:25:52	Maindoor		Leaving
2011-12-07 18:12:30	2011-12-07 18:12:36	Maindoor		Leaving
2011-12-07 18:14:56	2011-12-07 18:14:59	Basin		Grooming
2011-12-07 18:15:51	2011-12-07 19:21:46	Seat		Spare_Time/TV
2011-12-07 19:23:55	2011-12-07 19:24:00	Fridge		Snack
2011-12-07 19:24:02	2011-12-07 19:24:05	Cupboard		Snack
2011-12-07 19:28:41	2011-12-07 19:28:46	Fridge		Snack
2011-12-07 20:37:50	2011-12-07 20:37:51	Cupboard		Snack
2011-12-07 20:38:13	2011-12-07 20:38:18	Fridge		Snack
2011-12-07 20:39:16	2011-12-07 20:39:44	Toilet		Toileting
2011-12-07 20:40:29	2011-12-07 20:42:35	Seat		Spare_Time/TV
2011-12-07 20:52:23	2011-12-07 23:19:30	Seat		Spare_Time/TV
2011-12-07 23:19:40	2011-12-07 23:19:56	Basin		Toileting
2011-12-07 23:20:16	2011-12-08 01:32:32	Seat		Spare_Time/TV
2011-12-08 01:39:41	2011-12-08 11:14:29	Bed		Sleeping
2011-12-08 11:17:37	2011-12-08 11:17:48	Basin		Grooming
2011-12-08 11:18:02	2011-12-08 11:18:05	Cabinet		Grooming
2011-12-08 11:18:10	2011-12-08 11:18:13	Basin		Grooming
2011-12-08 11:19:22	2011-12-08 11:24:17	Shower		Showering
2011-12-08 11:25:12	2011-12-08 11:28:25	Toaster		Breakfast
2011-12-08 11:25:18	2011-12-08 11:25:39	Cupboard		Breakfast
2011-12-08 11:26:05	2011-12-08 11:26:26	Fridge		Breakfast
2011-12-08 11:26:31	2011-12-08 11:28:28	Cooktop		Breakfast
2011-12-08 11:26:35	2011-12-08 11:28:24	Microwave		Breakfast
2011-12-08 11:36:09	2011-12-08 13:41:19	Seat		Spare_Time/TV
2011-12-08 14:04:49	2011-12-08 14:05:01	Basin		Grooming
2011-12-08 14:10:03	2011-12-08 14:10:07	Maindoor		Leaving
2011-12-08 16:21:37	2011-12-08 16:21:41	Maindoor		Leaving
2011-12-08 16:24:27	2011-12-08 22:13:23	Seat		Spare_Time/TV
2011-12-08 22:13:35	2011-12-08 22:13:49	Basin		Grooming
2011-12-08 22:14:14	2011-12-08 23:12:37	Seat		Spare_Time/TV
2011-12-08 23:14:09	2011-12-08 23:14:27	Basin		Grooming
2011-12-08 23:14:35	2011-12-09 01:03:07	Seat		Spare_Time/TV
2011-12-09 01:04:24	2011-12-09 01:05:43	Basin		Grooming
2011-12-09 01:16:42	2011-12-09 10:49:07	Bed		Sleeping
2011-12-09 10:51:56	2011-12-09 10:52:27	Toilet		Toileting
2011-12-09 10:52:30	2011-12-09 10:52:36	Cabinet		Grooming
2011-12-09 10:52:40	2011-12-09 10:52:50	Basin		Grooming
2011-12-09 10:54:58	2011-12-09 10:58:21	Shower		Showering
2011-12-09 11:00:13	2011-12-09 11:02:48	Toaster		Breakfast
2011-12-09 11:00:38	2011-12-09 11:00:42	Cupboard		Breakfast
2011-12-09 11:00:58	2011-12-09 11:01:21	Fridge		Breakfast
2011-12-09 11:01:26	2011-12-09 11:01:29	Cooktop		Breakfast
2011-12-09 11:01:31	2011-12-09 11:03:09	Microwave		Breakfast
2011-12-09 11:09:35	2011-12-09 12:32:57	Seat		Spare_Time/TV
2011-12-09 12:33:21	2011-12-09 12:42:15	Basin		Grooming
2011-12-09 12:44:16	2011-12-09 12:44:20	Maindoor		Leaving
2011-12-09 16:33:52	2011-12-09 16:33:56	Maindoor		Leaving
2011-12-09 16:45:53	2011-12-09 16:59:52	Seat		Spare_Time/TV
2011-12-09 17:06:38	2011-12-09 17:59:19	Seat		Spare_Time/TV
2011-12-09 17:59:25	2011-12-09 17:59:27	Basin		Grooming
2011-12-09 18:32:02	2011-12-09 18:32:07	Maindoor		Leaving
2011-12-09 18:48:30	2011-12-09 18:48:36	Maindoor		Leaving
2011-12-09 19:19:54	2011-12-09 21:04:31	Seat		Spare_Time/TV
2011-12-09 21:04:37	2011-12-09 21:04:50	Basin		Grooming
2011-12-09 21:04:59	2011-12-10 00:16:21	Seat		Spare_Time/TV
2011-12-10 00:16:31	2011-12-10 00:16:49	Basin		Grooming
2011-12-10 00:17:05	2011-12-10 00:46:13	Seat		Spare_Time/TV
2011-12-10 00:50:47	2011-12-10 09:26:17	Bed		Sleeping
2011-12-10 09:37:16	2011-12-10 09:37:21	Cabinet		Grooming
2011-12-10 09:37:26	2011-12-10 09:45:53	Basin		Grooming
2011-12-10 09:46:00	2011-12-10 09:46:05	Cabinet		Grooming
2011-12-10 09:46:23	2011-12-10 09:46:27	Basin		Grooming
2011-12-10 09:47:44	2011-12-10 09:52:42	Shower		Showering
2011-12-10 09:55:18	2011-12-10 09:55:26	Cupboard		Breakfast
2011-12-10 09:55:50	2011-12-10 09:59:03	Toaster		Breakfast
2011-12-10 09:56:27	2011-12-10 09:56:29	Cupboard		Breakfast
2011-12-10 09:56:33	2011-12-10 09:56:50	Fridge		Breakfast
2011-12-10 09:56:58	2011-12-10 09:58:18	Microwave		Breakfast
2011-12-10 09:58:21	2011-12-10 09:58:24	Cooktop		Breakfast
2011-12-10 10:03:20	2011-12-10 12:34:09	Seat		Spare_Time/TV
2011-12-10 12:52:54	2011-12-10 12:53:39	Basin		Grooming
2011-12-10 13:04:03	2011-12-10 13:04:08	Maindoor		Leaving
2011-12-10 17:06:58	2011-12-10 17:07:03	Maindoor		Leaving
2011-12-10 17:11:23	2011-12-10 20:16:51	Seat		Spare_Time/TV
2011-12-10 20:21:54	2011-12-10 20:23:16	Basin		Grooming
2011-12-10 20:25:40	2011-12-10 20:25:46	Maindoor		Leaving
2011-12-11 00:56:01	2011-12-11 00:56:05	Maindoor		Leaving
2011-12-11 01:01:41	2011-12-11 02:26:08	Seat		Spare_Time/TV
2011-12-11 02:31:15	2011-12-11 11:57:34	Bed		Sleeping
2011-12-11 12:02:25	2011-12-11 12:02:39	Basin		Grooming
2011-12-11 12:02:56	2011-12-11 12:18:42	Shower		Showering
2011-12-11 12:21:57	2011-12-11 12:25:09	Toaster		Breakfast
2011-12-11 12:22:01	2011-12-11 12:22:03	Cupboard		Breakfast
2011-12-11 12:22:07	2011-12-11 12:23:04	Fridge		Breakfast
2011-12-11 12:23:14	2011-12-11 12:25:12	Microwave		Breakfast
2011-12-11 12:32:49	2011-12-11 14:26:18	Seat		Spare_Time/TV
2011-12-11 14:34:12	2011-12-11 14:34:59	Cupboard		Lunch
2011-12-11 14:36:58	2011-12-11 15:00:37	Cooktop		Lunch
2011-12-11 14:37:04	2011-12-11 14:37:14	Cupboard		Lunch
2011-12-11 14:43:05	2011-12-11 14:44:23	Cupboard		Lunch
2011-12-11 14:49:47	2011-12-11 14:50:02	Cupboard		Lunch
2011-12-11 15:13:52	2011-12-11 15:13:57	Fridge		Lunch
2011-12-11 15:29:03	2011-12-11 15:30:14	Toilet		Toileting
2011-12-11 15:41:34	2011-12-11 15:43:30	Basin		Grooming
